body,time,hash,location,title
"I may be bad But I am so goood At being bad ahha hahaMy wish Is will always be HimBring him home toMeIf I had my way....Only in my dreams tho",12/25/17,3f9dbb126a399f34b1e6fc241d2cc145,newyork,"Merry Christmas Eve - w4m - missed connections"
"Hello. You had stopped by last night and you weren't in the best of moods. You were wearing a very pretty black dress. We had talked some, and I even had you laughing some. I wanted to talk more but couldn't. Hope that you see this and that you message me. Would love to talk to you more. Hope you have a better day today.",12/25/17,79066fad44cbb313b763f7c27d0bb013,pittsburgh,"Sheetz - North Hills - m4w - missed connections"
"HI...this IS A LONG SHOT...I DID  TRY TOO FOLLOW YOU .BUT LOST YOU WITH ALL THE HOLIDAY TRAFFIC,,YOU HAVE A GRAY HONDA OLD ONE ./.PARKING STICKERS ON THE LEFT REAR BUMPER,AND A ROSARY BEDS  ON THE MIRROR ,I WAS JOKING WITH YOU IN THE STORE,YOU'LL REMEMBER ME,SALT N PEPPER HAIR,IF IAM SO LUCKY TT YOU READ THIS,IM STAR STRUCK..I DID LOOK FOR YOU,AROUND CARMEN'S ROAD ,I WILL FIND YOU, YOUR SMILE KNOCKED ME OUT.....",12/25/17,53cc78e0d0cdc1fd9dfc439bf038af33,newyork,"Farmingdale card store LOTTERY-- SCRATCH OFF-XMAS EVE - m4w - missed connections"
"We chatted and hung out with you for a good portion of the time you were at the club. You were in town from the left coast for work. Tell us your occupation and name in the subject, we'd like to connect with you (socially or otherwise) when you're back in town!",12/25/17,8b4e476e5b79c71bb11d57bf771130bc,pittsburgh,"Club PGH 12/22 - m4m - missed connections"
"Wassup I know this is a long shot but I'll try. You use to work at 9 west in the mall. We use to hang out a lot, meet up in my car by your apartment.  I've been thinking about u a lot and I want to connect again. Hit me up.",12/25/17,e9ab68abdb1f3cef5e660613a98d41d7,newyork,"Jay - worked at 9 west - m4m - missed connections"
"I miss you. A lot. I guess this is just how things are supposed to be.",2018-08-25,98601f4802edccedd209234a4cb81e84,pittsburgh,"I miss you - missed connections"
"It was over before it started.... because of your lack of honesty,respect,insecurities, adult responsiblity and maturity! you said I Threw it all away? Really?Your intentions of using me in every way you could. U even tried to break me. What did you bring to the table?(All Your problems)What did we build together?(Nothing)Dont be such a doushe bag..Get your shit together.*Forever doesnt mean  stupid..",12/25/17,aa7e5774b17b9a296edee67969d3d5cf,newyork,"Breaking Point - w4m - missed connections"
"Any Single Artistic female Muralists out there who like blending and using their minds eye or that which comes from within creatively letting their self go while doing murals.. please contact me If you share any similarities with graffiti type of artists or just the love for expressing your creative side via painting murals perhaps using similar materials or techniques then I would truly be interested in getting to know you. Hopefully your single, approachable and your heart isn't too stuck into your own ego nor into being too much of a loner to allow yourself to get to know someone that's actually truly easy going, down to earth and whom would love to really establish something special with a talented woman not just because of her art nor talent, nor solely for her heart but because of all that which in totality she encompasses. Id love to see your work genuinely loving most forms of artistic talentwhile just meeting a woman with a good soul for a change who's just chill. Please send a pic along with a bit about yourself or anything else that your ok with sharing. John.",12/25/17,33e811db0060f4f86283e711c046a973,newyork,"Any single female Muralists? - m4w - missed connections"
"I'm sure I am the last person you want to here from, but I wanted to tell you for so long that regardless of how things ended for us, I truly do love you, I just couldn't deal with the lack of communication and lack of affection anymore, I know you loved me and you were and still are my entire world, not a day goes by that I don't think about you, your smile your laugh the small touches of affection we always shared,I missed that and I tried to talk to you about it. I never wanted to leave and it was never my intention to hurt you, I have learned over the past year and a half that you are the one I want and I would give anything to just hold you and kiss you, tell you that I love you.I wake up everyday and the first thing that comes to my mind is how much I wish I was still waking up next to you,how I wish I could kiss you good morning,bring you coffee and breakfast in bed. I did things wrong and i know that but I never once was unfaithful to you, you were my everything ,my life,and I never wanted anything or anyone else. For what it's worth ,I still want you and Amira as my entire world, I am a new man, and in a so much better place in this life, I will love you forever and will give you 200% and more everyday for the rest  of my life just to see you smile and to here those 3 words from you. With everything I am and everything I can give from my heart and soul I Love You J",12/25/17,98babfd165f4c2b24e85c3d2c9536fe8,raleigh,"Erica Moore - m4w - missed connections"
"I only see you for moments. Your smile and personality are warm; you are always kind and incredibly handsome. I know better than to get involved with people at work but I admit I daydream of riding your faceThanks for being the highlight of my day",12/25/17,55c2158ba9f1c962c4cf52e37bc98f2d,raleigh,"I think you've been watching me too - w4m - missed connections"
"This happened on Dec 14. I was waiting for the Q train and you were there by a column you smiled at me you were Asian/Pacific Islander. You looked cute and I smiled back as the train came the a women stood in the doorway and I yelled to move it. I was in a rush but you laughed and I should have approached but was in a rush. I hope you find this and respond. I'll know it was you If you know what was in my hand .",12/25/17,9f8efff0d7840df4ab67c6f2fa6c6960,newyork,"Smiled at me waiting for Q train at Barclays - m4m - missed connections"
"It's Christmas Eve and rather than enjoying it like I should be, I can't help but keep thinking about the fact that this day will forever been tainted for me. You proposed on Christmas Eve. In the moment I was so happy and it was perfect. Now, I really wish you had picked any other day. I know it's wrong and I should be enjoying family and thinking about all the positives but it's hard. And I'm struggling. My first Christmas Eve without you and it sucks. I really hope that this is not how Christmas Eve will be for the rest of my life. I won't let it because I refuse to give you that power. But for right now, it's something new and very difficult.",12/25/17,3e3de57050fddb4b5fc1142b8d88d4d3,raleigh,"Tainted - w4m - missed connections"
"Good Afternoon Precious,M,'Then love knew it was called love.And when I lifted my eyes to your name,suddenly your heart showed me my way'........Pablo NerudaR....................................................................................................................................................................................................................",12/25/17,62bd701e25b38ec6f15815ec9c082208,newyork,"For you - m4w - missed connections"
"Frankenstien-ish, Steampunk, Mad-Scientist, Artist, Geek,. Seeks Assistant / BFF for LTR , World Domination, Monster Making, and other fun activities.Recently I have taking an interest in some branches of the Horticultural world. Gardening, Plants, Flowers, Grains & Self Sufficient Survival.That Combined with the aquatic world of Fish and a few other sciences;In turn has led me to design and build my own creations which will some be brought to market.What I am looking for is someone with similar interest in these fields, who may want to buildsomething together: Design to working model to Business.About The Doctor:44mixed heritagephysically fit/ definedcreative worldlyopen minded5'8'very handygainfully employedhave my ownSlightly introverted420Loves animalsHolisticask if youd like to know more.About the Assistant:Similar InterestRace UnimportantAge old enough to drink at a bar.Some what of a geeksomething going for yourselfplease put 'evil assistant' in the subject when you reply.tell me about yourself , hobbies, interest, skills, what you cancontribute this en-devour.send a pic if you like.Disclaimer! - this is not an ad for an SD/SB relationship!Also do not contact me soliciting sexual favors!thank you",12/25/17,ec7bdb5ffdb535a57af23f0022dda63b,newyork,"Mad - Scientist For Assistant - m4w - missed connections"
"This is going to be impossible.. I was working, near the front of the store by the registers. You walked by and smile very big and said hello. We then made eye contact a few more times as I was around the store.. tell me what I look like and what you were wearing.",12/25/17,0b07a569db4ce95d8103c8061760b129,pittsburgh,"Target east liberty - m4m - missed connections"
