"location","body","time","title","hash"
"pittsburgh","Hey ladies. I\u2019m looking to pleasure you orally while you are on you period. I\u2019d like to earn my wings. I would even be open to buying your period panties.","2020-05-05","Red wings - missed connections","5d0c71b8d4db239898e3bb766f225166"
"pittsburgh","Looking for an older personal cocksucker to enter into an arrangement with.","2020-05-05","My very own - missed connections","0e82c3ca06f30b97ba3ee0a8da7cbca3"
"raleigh","Seeking for tonight sex.lonely housewife Unhappy 4 foot three 125 pounds husband away all day and most of the evening I can host would prefer to meet somewhere else but let me know.","2020-05-05","Unhappy Housewife (raleigh) - missed connections","c944417b61a936a6d203c9b4e430d576"
"raleigh","Looking to jog and get sweaty and steamy at lake Johnson and head Into the woods for some closeness. Hit me up.","2020-05-05","Fit male looking for female to exercise Lake Johnson - missed...","69b630767f4d637912a149b8b1753104"
"newyork","I'm a 50 yo latino. 5'5', 160 lbs with a nice uncut package. All my life i dated young girls and now i want to taste a little older. I'm looking for a petite woman around her 60s who is still active...Race is not important. Let's see whose up for it. Include a pic in your response and I'll send one....","2020-05-05","New taste of curiosity - missed connections","a164f0150a5ebb48ebc1db520e77d8d1"
"newyork","Male looking for fem I'm 34 normal guy","2020-05-05","Looking for chubby girl - missed connections","611ebdf3e166946f7456bf624241d49c"
"raleigh","I\u2019m a female looking for a male a generous male to help me out I\u2019m staying in a hotel and need for it to be paid for a few days ! I\u2019m willing to do anything I don\u2019t swallow","2020-05-05","Help needed - missed connections","b7260af5856f36f69a9a108bc8fb42dc"
"raleigh","Women over 40 to talk with during this quarantine and possibly after. No expectations, just good conversations. A 50 yrs old professional man who enjoys life. 6 ft tall with an athletic built and enjoys all music.","2020-05-05","Quarantine Chat - missed connections","d9d01a982d89540deb13860d1e0b6c38"
"raleigh","We saw each other in Whole Foods.  Tell me more and I will know it's you.","2020-05-05","Whole Foods Hello - missed connections","d285f7dfd8ba8c411ea06a9af53b46cb"
"pittsburgh","Any bored females want to chat with a sexy athletic trainer? Serious females only and after this virus is done let\u2019s see what could happen.","2020-05-05","Any ladies Bored! - missed connections","dd0e6453893dcc27f29a636eaf455a9e"
"raleigh","You should win some kind of award for acting like you loved and cared about me. You either stoped in October when you think I was in a relationship with someone else \u201cWhile\u201d we were basically broke up. You should have seen your face when I asked you about someone you\u2019d been talking to. You could have fixed things but you let the Lies you told everyone kill our relationship and you are to scared they might say if you give in.","2020-05-05","Albanian Genjeshtar - missed connections","c1866c52c18ceeb619573aaa47775af4"
"pittsburgh","Hello...Bored out of my mind 50 year old fit male...Covid free and DDF.... Searching for someone fun for any kind of friendship.... 420 friendly, easy going, cool and classy.....F only please....And I can host or travel","2020-05-05","HANG OUT TONIGHT - missed connections","b7418e6e847bb55e3f56855d9d1539a8"
"raleigh","I\u2019m a fifty-ish professional WM, involved in a relationship that isn\u2019t meeting all of my needs. I\u2019m interested in meeting a large African American woman who may be in the same boat and is interested in something safe, discreet, and enjoyable.","2020-05-04","Man for female - missed connections","9cd891e084befce6897e4b07800d8250"
"raleigh","Who wants to meet this week for lunch? Around 12 in the pharmacy school parking deck?","2020-05-04","Lunch - missed connections","425824128ab2dce32e0a5f380d3e6164"
"pittsburgh","SWM, old, fat and ugly seeks WF over 30 for fun activities.","2020-05-04","Old Fat Ugly WM missing WF for good times - missed connections","3fac5cedb4d135e6969a9accaf92399f"
"raleigh","Been out of service for a while and I am missing my military friends. There's nothing like the comraderie that military people share. Age? Sexual orientation? Location in Durham?","2020-05-04","Missing my military/veteran friends - missed connections","52ccd361375d46f6ec9ef1d87b5274aa"
"newyork","170 lbs male, 6\u2019 , br/br, vgl and in great shape.Like masculine discreet silver haired men.","2020-05-04","Discreet Banker for Silver Daddies - missed connections","85c23e24b74ddc209501852d7c7f068e"
"raleigh","Been watching and intrested lately in women who are in control and demanding. Would love to find a woman who's intrested in dominating a 33yo man.","2020-05-04","Looking a femdom boss - missed connections","308e8ab6792b6918980e780ebb25354d"
"newyork","newly married......but alone....","2020-05-04","Marriebut ....unhappy.....36 y/o female - missed connections","47b9e98063051eae524673ed9a7637fa"
"newyork","in the event everyone genuinely factor someone can easily speak to a gorgeous women at this website, you are really lifeless drastically wrong mateonce you are usually ready to end wasting time period proceed observe for by yourself. a person will become happy you did.","2020-05-04","Younger girl looking with regard to a boy hang partner - missed...","6ca81ac89acdcd593793cfa74a7ecdf5"
"newyork","Lovely  rubs by meBronx Come relax Soft music CandlesTable used Great convos Pretty female Slender , mixed race Email for num","2020-05-04","Lovely rubs f4m - missed connections","2092000fd55e0916915dc6f713fb47c9"
"raleigh","50 year old white male wanting older female for chat and good time.","2020-05-04","50 male looking for older female - missed connections","8fcca26f90aac717ea5781b1b382ea1b"
"pittsburgh","Hi....I am a married! But my husband is not taking care of me sexually! I am looking for more than just a one-night stand!I'm waiting.Let's chat my gmail- dirtychat3651","2020-05-04","Married But Lonely - missed connections","41f64d398a4ac5c477c10dc0314ce431"
"newyork","I'm looking for a shy girl to chat with, make out and more.","2020-05-04","Looking for a shy girl - missed connections","14e94915b0ff03927d5fb66640266b45"
"pittsburgh","gay btm dude here looking for tops to come and play at my place. Hit me up, let's trade pix and stats and go from there. Let's hookup after things settle down","2020-05-03","Any top guys out there? - missed connections","a705e7b34ba6190a2b03ae811c4dc1b9"
"newyork","I should have continued our conversation when we got on the Train in Jamacia. You said you were 62 and loved the yellow pants I was wearing.......Lets continue the conversation.Single guy66 yrs old","2020-05-03","You Loved my Yellow pants - missed connections","6445daa55a42abfb12c8f7a59ff063cd"
"pittsburgh","The o rgy  set up by the PSC is canceled tonight and most likely next month as well due to social distancing guidelines in Pittsburgh. We are diverting current, past, and future participants to Bdirti . com so that they can still find similar activities with like minded people (one on one)  while still conforming to the ban on groups of more than 10 people.  We apologize for the inconvenience.","2020-05-03","Our Monthly Orgy in Pittsburgh Is Sadly Canceled - missed connections","ca50fd76b9e1d12b09fa622d767ff442"
"pittsburgh","Be hung ddf I'm into giving oral and will btm sends stats and be local","2020-05-03","Looking 4 friends with benefits - missed connections","f00f7f5211e20b449d0ccb996fe86c40"
"pittsburgh","Looking for a 18-30 yo to experience bdsm.Newbies are welcome.This is NOT about sex, it\u2019s a bdsm adventure.","2020-05-03","Looking for younger lady - missed connections","2e43803c05836674b50b41395a275dbc"
"raleigh","Hello, we are 2 girl looking for a male to have fun with us. In and out of the bedroom.\u201c\u201c Please don\u2019t waste your time by sending reply by craigslist Use the mail given below. Email for more information >> openmind461 at gmai1 \u201d\u201d","2020-05-03","Adult fun 27yR - missed connections","558768b7ac44c930be624437eb15b5a3"
"raleigh","I miss you Tams! I lost your email and have no way of getting back in contact with you! We used to talk all of the time about Carolina Beach, your beloved Tarheels and my Tigers, dirt bikes, our families, our past and everything in between. Please get back in touch with me!","2020-05-03","Looking for Tammy - missed connections","4d929051d467bf20265c31492727f475"
